return_id,order_line_id,return_initiated_date_key,return_received_date_key,reported_reason_code,item_condition_on_receipt,quantity_returned,refund_amount,refund_method
R00019361,OL000051588,20260317,20260326,R003,resellable,1,51.96,original_payment
R00019362,OL000051589,20251027,20251029,R003,refurbishable,1,165.42,original_payment
R00019363,OL000051590,20250424,20250502,R001,resellable,1,28.16,original_payment
R00019364,OL000051592,20260309,20260312,R003,refurbishable,1,93.38,original_payment
R00019365,OL000051594,20250419,20250425,R001,resellable,1,116.41,original_payment
R00019366,OL000051597,20260618,20260627,R003,resellable,2,164.6,manual_refund
R00019367,OL000051606,20250922,20250926,R005,write_off,1,112.97,wallet_credit
R00019368,OL000051613,20260604,20260608,R003,resellable,1,288.4,original_payment
R00019369,OL000051617,20250524,20250529,R007,resellable,1,58.72,wallet_credit
R00019370,OL000051618,20260614,20260616,R003,refurbishable,1,47.62,manual_refund
R00019371,OL000051619,20260619,20260622,R002,resellable,1,80.32,original_payment
R00019372,OL000051620,20250907,20250911,R003,refurbishable,1,57.91,original_payment
R00019373,OL000051621,20250917,20250924,R010,resellable,1,388.93,original_payment
R00019374,OL000051624,20250809,20250811,R003,refurbishable,1,62.75,wallet_credit
R00019375,OL000051625,20250703,20250711,R002,resellable,1,88.67,original_payment
R00019376,OL000051626,20260113,20260117,R001,resellable,1,117.62,original_payment
R00019377,OL000051627,20250830,20250906,R007,resellable,1,40.56,original_payment
R00019378,OL000051628,20250402,20250405,R005,resellable,1,210.05,original_payment
R00019379,OL000051629,20250610,20250612,R002,resellable,1,68.82,original_payment
R00019380,OL000051633,20250222,20250226,R004,resellable,1,84.19,original_payment
R00019381,OL000051634,20250607,20250610,R006,refurbishable,1,56.5,original_payment
R00019382,OL000051636,20250630,20250703,R002,resellable,1,54.48,wallet_credit
R00019383,OL000051642,20250907,20250916,R001,resellable,2,530.14,wallet_credit
R00019384,OL000051643,20260131,20260207,R001,resellable,1,67.0,original_payment
R00019385,OL000051644,20260424,20260430,R010,resellable,1,44.24,original_payment
R00019386,OL000051648,20250517,20250526,R005,WRITE_OFF,1,71.91,original_payment
R00019387,OL000051650,20250205,20250214,R003,resellable,1,112.16,original_payment
R00019388,OL000051651,20250208,20250210,R002,write_off,1,150.65,original_payment
R00019389,OL000051653,20250418,20250426,R003,refurbishable,1,78.81,wallet_credit
R00019390,OL000051654,20251208,20251215,R005,refurbishable,1,189.64,original_payment
R00019391,OL000051655,20260526,20260601,R002,refurbishable,1,84.26,wallet_credit
R00019392,OL000051656,20250623,20250626,R007,resellable,1,53.38,original_payment
R00019393,OL000051658,20251208,20251217,R008,resellable,1,211.82,original_payment
R00019394,OL000051664,20260708,20260716,R003,refurbishable,1,78.98,original_payment
R00019395,OL000051667,20251225,20251229,R002,refurbishable,1,105.73,wallet_credit
R00019396,OL000051669,20250210,20250218,R001,resellable,1,56.99,original_payment
R00019397,OL000051670,20250927,20251003,R010,resellable,1,152.18,original_payment
R00019398,OL000051671,20260304,20260309,R006,refurbishable,1,154.96,original_payment
R00019399,OL000051675,20260709,20260712,R007,refurbishable,1,291.13,original_payment
R00019400,OL000051681,20260409,20260416,R009,refurbishable,1,115.56,original_payment
R00019401,OL000051684,20251103,20251106,R003,resellable,1,171.73,original_payment
R00019402,OL000051685,20260106,20260115,R006,RESELLABLE,1,70.84,original_payment
R00019403,OL000051687,20260122,20260125,R002,refurbishable,1,119.46,wallet_credit
R00019404,OL000051688,20250814,20250817,R002,resellable,1,96.02,original_payment
R00019405,OL000051690,20251009,20251013,R001,resellable,1,232.43,manual_refund
R00019406,OL000051692,20260407,20260412,R001,refurbishable,1,266.78,original_payment
R00019407,OL000051694,20260204,20260213,R003,resellable,1,175.83,original_payment
R00019408,OL000051698,20250828,20250906,,resellable,1,263.72,original_payment
R00019409,OL000051699,20260202,20260208,R001,resellable,1,157.97,wallet_credit
R00019410,OL000051700,20250220,20250227,R005,write_off,1,136.73,original_payment
R00019411,OL000051703,20250925,20250929,R007,resellable,1,202.8,wallet_credit
R00019412,OL000051704,20251210,20251216,R003,resellable,2,695.44,original_payment
R00019413,OL000051708,20251204,20251212,R002,resellable,1,67.31,original_payment
R00019414,OL000051712,20250712,20250718,R009,resellable,1,721.83,original_payment
R00019415,OL000051715,20250623,20250627,R003,resellable,1,115.57,original_payment
R00019416,OL000051717,20251107,20251111,R001,resellable,1,70.59,original_payment
R00019417,OL000051723,20250808,20250813,R007,resellable,1,469.07,wallet_credit
R00019418,OL000051724,20250318,20250323,R003,resellable,1,49.29,original_payment
R00019419,OL000051725,20260507,20260513,R001,resellable,1,458.96,original_payment
R00019420,OL000051726,20251218,20251227,R003,resellable,1,34.44,wallet_credit
R00019421,OL000051729,20260209,20260217,R002,resellable,1,207.55,original_payment
R00019422,OL000051731,20250813,20250821,R005,refurbishable,1,141.98,wallet_credit
R00019423,OL000051734,20250514,20250517,R001,refurbishable,1,58.07,original_payment
R00019424,OL000051735,20251201,20251207,R004,resellable,1,146.35,original_payment
R00019425,OL000051736,20251129,20251202,R002,resellable,1,242.29,original_payment
R00019426,OL000051737,20251208,20251212,R002,resellable,1,60.82,original_payment
R00019427,OL000051738,20260617,20260626,R001,resellable,1,114.29,original_payment
R00019428,OL000051746,20250204,20250208,R001,resellable,1,59.89,original_payment
R00019429,OL000051748,20260522,20260525,R001,refurbishable,1,163.99,original_payment
R00019430,OL000051749,20260621,20260626,R002,resellable,1,55.07,original_payment
R00019431,OL000051750,20250301,20250303,R001,resellable,1,73.38,original_payment
R00019432,OL000051753,20251207,20251213,R003,resellable,1,52.79,original_payment
R00019433,OL000051756,20260601,20260605,R003,write_off,1,101.1,original_payment
R00019434,OL000051758,20260129,20260203,R001,resellable,1,76.22,original_payment
R00019435,OL000051763,20260419,20260422,R010,write_off,1,182.05,original_payment
R00019436,OL000051767,20250321,20250330,R001,refurbishable,1,192.35,wallet_credit
R00019437,OL000051768,20260707,20260711,R006,resellable,1,226.92,original_payment
R00019438,OL000051771,20250804,20250809,R002,resellable,1,192.6,original_payment
R00019439,OL000051772,20260206,20260211,R002,write_off,1,211.38,original_payment
R00019440,OL000051773,20251127,20251202,R001,resellable,1,91.08,original_payment
R00019441,OL000051774,20250806,20250808,R002,refurbishable,1,57.26,original_payment
R00019442,OL000051775,20250222,20250227,R001,refurbishable,1,80.18,original_payment
R00019443,OL000051777,20250212,20250219,R002,write_off,1,38.72,original_payment
R00019444,OL000051778,20260610,20260617,R001,refurbishable,1,304.46,original_payment
R00019445,OL000051780,20250909,20250917,R003,resellable,1,30.76,original_payment
R00019446,OL000051781,20250822,20250831,R004,write_off,1,79.1,original_payment
R00019447,OL000051782,20251213,20251215,R003,refurbishable,1,80.9,original_payment
R00019448,OL000051783,20260602,20260604,R002,resellable,1,66.28,original_payment
R00019449,OL000051784,20251129,20251202,R002,resellable,3,551.25,original_payment
R00019450,OL000051789,20250126,20250201,R002,refurbishable,1,1125.49,original_payment
R00019451,OL000051791,20260318,20260324,R002,resellable,1,70.43,original_payment
R00019452,OL000051794,20260207,20260210,R010,resellable,1,81.9,original_payment
R00019453,OL000051795,20250118,20250126,R001,resellable,2,127.7,original_payment
R00019454,OL000051797,20250310,20250313,R002,resellable,1,105.05,wallet_credit
R00019455,OL000051799,20260117,20260125,R003,refurbishable,1,408.85,original_payment
R00019456,OL000051801,20260331,20260405,R004,refurbishable,1,66.04,wallet_credit
R00019457,OL000051802,20250906,20250908,R006,write_off,1,312.85,original_payment
R00019458,OL000051803,20250812,20250817,R003,resellable,1,37.19,original_payment
R00019459,OL000051806,20260408,20260414,R006,resellable,1,78.94,original_payment
R00019460,OL000051808,20250603,20250607,R007,resellable,1,121.59,original_payment
R00019461,OL000051813,20250812,20250814,R001,refurbishable,1,24.75,wallet_credit
R00019462,OL000051815,20251214,20251217,R009,refurbishable,1,48.6,original_payment
R00019463,OL000051818,20250628,20250705,R001,resellable,1,131.58,original_payment
R00019464,OL000051819,20260710,20260716,R002,resellable,1,107.26,original_payment
R00019465,OL000051825,20251010,20251014,R001,resellable,1,70.87,original_payment
R00019466,OL000051831,20250302,20250304,R003,resellable,1,136.47,original_payment
R00019467,OL000051835,20260323,20260331,R001,resellable,1,197.39,manual_refund
R00019468,OL000051837,20260122,20260129,R003,refurbishable,1,604.01,original_payment
R00019469,OL000051839,20250923,20251002,R003,resellable,1,135.15,original_payment
R00019470,OL000051844,20251107,20251112,R002,resellable,1,402.25,wallet_credit
R00019471,OL000051845,20250706,20250713,R002,resellable,1,172.43,original_payment
R00019472,OL000051847,20250216,20250219,R001,resellable,1,157.16,original_payment
R00019473,OL000051849,20251105,20251113,R006,resellable,1,166.63,original_payment
R00019474,OL000051857,20250621,20250630,R001,resellable,1,626.21,original_payment
R00019475,OL000051861,20260208,20260217,R002,resellable,1,156.23,original_payment
R00019476,OL000051862,20251204,20251206,R001,refurbishable,1,218.87,original_payment
R00019477,OL000051864,20251208,20251214,R001,refurbishable,1,255.47,original_payment
R00019478,OL000051866,20250611,20250617,R004,resellable,1,131.05,original_payment
R00019479,OL000051867,20251101,20251108,R001,resellable,1,139.83,original_payment
R00019480,OL000051872,20260203,20260205,R005,refurbishable,1,337.36,wallet_credit
R00019481,OL000051878,20251107,20251116,R007,refurbishable,1,59.22,original_payment
R00019482,OL000051879,20250328,20250403,R010,resellable,1,150.75,original_payment
R00019483,OL000051881,20251203,20251210,R002,resellable,1,172.11,original_payment
R00019484,OL000051882,20251108,20251116,R002,resellable,1,80.16,wallet_credit
R00019485,OL000051886,20260420,20260422,R001,resellable,1,254.93,original_payment
R00019486,OL000051887,20250829,20250904,R006,resellable,1,98.51,original_payment
R00019487,OL000051888,20251121,20251129,R001,resellable,1,36.79,original_payment
R00019488,OL000051889,20250410,20250418,R001,resellable,1,42.15,original_payment
R00019489,OL000051892,20260103,20260106,R002,resellable,1,142.13,original_payment
R00019490,OL000051893,20260414,20260421,R010,resellable,1,108.19,wallet_credit
R00019491,OL000051896,20260603,20260612,R001,resellable,1,251.39,original_payment
R00019492,OL000051897,20251218,20251220,R006,resellable,1,98.53,original_payment
R00019493,OL000051904,20250827,20250902,R007,resellable,1,75.58,original_payment
R00019494,OL000051905,20250622,20250624,R005,resellable,1,260.71,original_payment
R00019495,OL000051906,20260416,20260423,R002,resellable,1,84.77,wallet_credit
R00019496,OL000051907,20260111,20260120,R001,resellable,2,260.66,original_payment
R00019497,OL000051908,20250116,20250119,R003,resellable,1,152.14,original_payment
R00019498,OL000051911,20250924,20251002,R001,resellable,1,215.72,original_payment
R00019499,OL000051912,20251114,20251123,R003,resellable,1,79.93,original_payment
R00019500,OL000051914,20251103,20251111,R004,refurbishable,1,180.14,original_payment
R00019501,OL000051915,20260103,20260110,R001,resellable,1,104.2,original_payment
R00019502,OL000051923,20250316,20250324,R001,resellable,1,49.6,original_payment
R00019503,OL000051928,20250326,20250401,R001,resellable,1,59.0,wallet_credit
R00019504,OL000051930,20250501,20250509,R001,resellable,1,217.51,original_payment
R00019505,OL000051933,20260223,20260304,R004,resellable,1,272.33,original_payment
R00019506,OL000051934,20250902,20250906,R003,refurbishable,1,483.62,original_payment
R00019507,OL000051939,20250720,20250725,R002,refurbishable,1,124.15,original_payment
R00019508,OL000051941,20251009,20251016,R003,resellable,1,85.04,original_payment
R00019509,OL000051943,20250519,20250524,R002,refurbishable,1,192.28,original_payment
R00019510,OL000051944,20260703,20260710,R001,resellable,1,236.3,original_payment
R00019511,OL000051946,20250130,20250204,R001,resellable,1,447.45,original_payment
R00019512,OL000051949,20260627,20260702,R001,resellable,1,831.45,original_payment
R00019513,OL000051950,20260101,20260104,R003,write_off,1,51.01,wallet_credit
R00019514,OL000051960,20250620,20250626,R001,refurbishable,1,82.37,wallet_credit
R00019515,OL000051961,20250221,20250225,R009,write_off,1,92.58,original_payment
R00019516,OL000051965,20250206,20250215,R002,resellable,1,48.5,original_payment
R00019517,OL000051968,20250701,20250709,R003,resellable,1,525.18,original_payment
R00019518,OL000051971,20251122,20251127,R007,write_off,1,247.56,original_payment
R00019519,OL000051974,20251022,20251030,R001,resellable,1,765.26,original_payment
R00019520,OL000051975,20260325,20260327,R003,resellable,1,199.52,original_payment
R00019521,OL000051976,20260208,20260215,R001,refurbishable,1,82.45,original_payment
R00019522,OL000051978,20260615,20260622,R002,refurbishable,1,76.56,original_payment
R00019523,OL000051979,20251103,20251106,R003,resellable,1,125.59,original_payment
R00019524,OL000051981,20260514,20260519,R001,resellable,1,125.98,wallet_credit
R00019525,OL000051982,20260226,20260228,R001,write_off,1,44.33,original_payment
R00019526,OL000051983,20260312,20260314,R004,write_off,1,30.56,original_payment
R00019527,OL000051986,20250817,20250826,R002,resellable,1,258.82,original_payment
R00019528,OL000051992,20251203,20251209,R003,resellable,1,115.45,original_payment
R00019529,OL000051995,20260420,20260423,R003,write_off,1,81.68,original_payment
R00019530,OL000051997,20250128,20250204,,resellable,1,148.1,original_payment
R00019531,OL000051998,20260110,20260118,R004,resellable,1,29.68,wallet_credit
R00019532,OL000051999,20260118,20260123,R010,resellable,1,75.64,original_payment
R00019533,OL000052001,20260728,20260801,R005,refurbishable,1,265.27,original_payment
R00019534,OL000052004,20260516,20260521,R001,refurbishable,1,140.15,original_payment
R00019535,OL000052005,20250218,20250223,R002,refurbishable,2,307.08,original_payment
R00019536,OL000052006,20260418,20260426,R001,refurbishable,1,221.16,wallet_credit
R00019537,OL000052008,20260607,20260612,R005,refurbishable,1,99.45,original_payment
R00019538,OL000052012,20250423,20250425,R004,refurbishable,1,132.94,manual_refund
R00019539,OL000052016,20250325,20250328,R006, refurbishable ,1,47.66,wallet_credit
R00019540,OL000052018,20260628,20260705,R001,resellable,1,217.88,original_payment
R00019541,OL000052020,20250227,20250305,R006,resellable,1,136.48,manual_refund
R00019542,OL000052023,20250714,20250717,R006,resellable,1,536.51,wallet_credit
R00019543,OL000052026,20260702,20260709,R001,resellable,1,76.5,original_payment
R00019544,OL000052028,20250220,20250301,R003,resellable,1,182.12,wallet_credit
R00019545,OL000052029,20250822,20250827,R007,resellable,1,84.87,original_payment
R00019546,OL000052030,20250823,20250827,R004,refurbishable,1,185.52,wallet_credit
R00019547,OL000052033,20251204,20251209,R002,refurbishable,1,189.43,original_payment
R00019548,OL000052034,20260702,20260708,,resellable,1,88.13,original_payment
